,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.34,8.08,8.87,6.39,14.68,20.36,13.93,27.25,27.85,29.42,29.22,30.6,28.43
Expenses,4.99,7.25,9.14,7.26,12.65,16.23,13.96,20.48,22.32,20.28,23.96,22.48,23.32
Operating Profit,-3.65,0.83,-0.27,-0.87,2.03,4.13,-0.03,6.77,5.53,9.14,5.26,8.12,5.11
OPM %,-272.39,10.27,-3.04,-13.62,13.83,20.28,-0.22,24.84,19.86,31.07,18.0,26.54,17.97
Other Income,1.26,0.0,2.32,2.02,1.68,1.64,3.04,2.05,2.13,2.16,2.2,2.29,2.55
Interest,3.1,3.02,3.08,3.0,2.98,3.17,3.52,4.33,6.03,4.99,5.33,5.93,7.4
Depreciation,4.63,4.63,2.98,4.1,4.1,4.13,3.13,3.53,4.49,3.31,5.56,4.23,4.97
Profit before tax,-10.12,-6.82,-4.01,-5.95,-3.37,-1.53,-3.64,0.96,-2.86,3.0,-3.43,0.25,-4.71
Tax %,0.0,0.0,13.22,0.0,0.59,-9.8,-8.79,52.08,-17.48,60.0,-58.02,572.0,-21.02
Net Profit,-10.11,-6.81,-3.48,-5.95,-3.35,-1.68,-3.97,0.45,-3.36,1.2,-5.42,-1.17,-5.69
EPS in Rs,-1.84,-1.24,-0.63,-1.09,-0.61,-0.31,-0.72,0.08,-0.61,0.22,-0.99,-0.21,-1.04
