,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,77,81,82,79,58,33,16,-2,-30,-60,-99,-133,-142
Borrowings,81,125,207,260,275,243,242,237,218,225,255,270,257
Other Liabilities,37,37,51,71,75,98,106,118,140,139,141,184,158
Total Liabilities,206,254,351,421,419,385,375,364,339,316,307,333,328
Fixed Assets,59,55,58,54,341,330,335,319,302,286,280,278,272
CWIP,75,128,228,297,0,0,0,1,0,0,1,0,4
Investments,3,3,3,3,3,1,1,1,0,0,0,1,0
Other Assets,69,68,63,68,75,55,39,44,36,29,25,54,52
Total Assets,206,254,351,421,419,385,375,364,339,316,307,333,328
