,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20,20,20,27,27,27,27,31,48,48,48
Reserves,84,83,67,51,33,12,9,38,43,66,225,358,341
Borrowings,78,50,51,51,44,28,27,28,29,1,61,145,160
Other Liabilities,43,56,57,58,95,123,147,133,129,148,141,174,155
Total Liabilities,225,209,196,180,193,190,211,226,228,246,476,726,705
Fixed Assets,152,142,130,122,114,111,106,89,168,156,155,278,319
CWIP,1,2,1,1,2,5,5,16,15,35,177,213,201
Investments,0,0,0,0,0,0,0,0,0,0,30,53,53
Other Assets,73,65,66,57,77,74,100,121,46,55,114,181,132
Total Assets,225,209,196,180,193,190,211,226,228,246,476,726,705
