,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,5,-1,6
Cash from Investing Activity,-4,4,-4,-1
Cash from Financing Activity,1,-8,5,-6
Net Cash Flow,-2,1,0,-1
