,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1.0,1,5,2
Inventory Days,90.0,101,158,101
Days Payable,3.0,12,16,18
Cash Conversion Cycle,88.0,89,146,85
Working Capital Days,88.0,86,140,81
ROCE %,,8,8,14
