,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.99,5.25,5.1,5.1,5.24,5.57,6.39,6.17,6.55,7.11,7.76,7.34,7.65
Expenses,1.59,2.05,2.27,1.79,1.72,1.83,1.88,2.11,2.01,2.19,2.91,2.34,2.25
Operating Profit,3.4,3.2,2.83,3.31,3.52,3.74,4.51,4.06,4.54,4.92,4.85,5.0,5.4
OPM %,68.14,60.95,55.49,64.9,67.18,67.15,70.58,65.8,69.31,69.2,62.5,68.12,70.59
Other Income,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.02,0.09,0.03,0.06
Interest,1.95,2.08,1.97,1.81,1.62,1.66,1.79,1.74,1.74,1.94,1.74,1.65,1.43
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Profit before tax,1.48,1.11,0.85,1.49,1.91,2.07,2.71,2.31,2.8,2.99,3.19,3.36,4.01
Tax %,21.62,27.03,47.06,26.17,26.18,26.09,25.83,25.97,25.71,25.42,26.33,25.89,24.94
Net Profit,1.15,0.82,0.45,1.1,1.41,1.53,2.01,1.71,2.08,2.23,2.35,2.49,3.01
EPS in Rs,2.3,1.64,0.9,2.2,2.82,3.06,4.02,3.42,4.16,3.95,3.75,3.97,4.3
