,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,6,7
Reserves,6,8,10,14,16,20,26,32,37,40,46,70,83
Borrowings,18,19,21,25,29,43,60,71,76,62,57,55,57
Other Liabilities,4,5,5,6,4,4,6,7,5,4,10,6,4
Total Liabilities,33,37,41,50,55,73,96,115,123,112,117,137,151
Fixed Assets,1,1,1,1,1,2,2,2,2,2,2,3,3
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,1,1,1,2,0,0,0,0
Other Assets,32,36,41,49,53,70,93,112,119,110,115,134,149
Total Assets,33,37,41,50,55,73,96,115,123,112,117,137,151
