,2011-03-01,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,3,-1,5,5,23,-14,60,-2,37,8
Cash from Investing Activity,-1,-2,-2,-4,-1,-34,-36,-40,-17,-1,-4
Cash from Financing Activity,0,0,3,-1,-4,12,49,-21,19,-35,-4
Net Cash Flow,0,0,0,0,0,1,-1,-1,0,0,0
