,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,30.54,38.72,68.34,52.37,28.68,37.61,33.49,37.66,43.29,27.78,49.54,38.18,71.78
Expenses,25.22,30.21,59.44,42.2,23.26,31.68,28.3,32.59,37.83,23.08,39.48,32.28,63.47
Operating Profit,5.32,8.51,8.9,10.17,5.42,5.93,5.19,5.07,5.46,4.7,10.06,5.9,8.31
OPM %,17.42,21.98,13.02,19.42,18.9,15.77,15.5,13.46,12.61,16.92,20.31,15.45,11.58
Other Income,0.04,0.02,0.1,0.01,0.05,0.07,0.05,0.02,0.06,0.06,0.07,0.09,0.09
Interest,0.79,1.1,1.1,1.65,1.03,0.9,0.94,0.87,1.01,0.95,0.91,0.93,1.3
Depreciation,2.81,2.83,3.01,3.65,3.68,3.72,3.63,3.2,3.25,3.26,3.31,2.88,2.96
Profit before tax,1.76,4.6,4.89,4.88,0.76,1.38,0.67,1.02,1.26,0.55,5.91,2.18,4.14
Tax %,18.18,21.52,34.36,30.74,21.05,41.3,40.3,34.31,34.13,14.55,47.04,22.48,33.82
Net Profit,1.44,3.61,3.21,3.38,0.6,0.81,0.4,0.67,0.83,0.47,3.14,1.7,2.74
EPS in Rs,1.11,2.79,2.48,2.62,0.46,0.63,0.31,0.52,0.64,0.36,2.43,1.32,2.12
