,2011-03-01,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,71.0,69,93,98.0,79,103,146,101,121,84,152
Inventory Days,127.0,156,169,150.0,163,198,67,163,138,165,128
Days Payable,58.0,67,97,138.0,124,123,50,111,164,82,82
Cash Conversion Cycle,140.0,159,164,110.0,118,178,163,153,94,167,199
Working Capital Days,92.0,99,140,121.0,108,83,128,118,161,151,172
ROCE %,,8,23,,17,22,21,10,11,7,8
