,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,72.12,91.95,72.55,112.07,67.79,54.38
Inventory Days,31.14,38.07,35.96,73.0,45.98,24.58
Days Payable,157.5,189.83,175.07,362.83,249.44,213.31
Cash Conversion Cycle,-54.24,-59.8,-66.57,-177.76,-135.67,-134.35
Working Capital Days,9.98,12.53,-9.06,-34.53,-51.8,-55.48
ROCE %,,10.72,7.69,-17.41,-24.64,-2.85
