,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,7.84,6.4,10.28,-4.55,-4.8100000000000005,2.48
Cash from Investing Activity,-6.76,-23.37,-8.69,8.1,7.89,3.64
Cash from Financing Activity,-0.55,16.68,-1.44,-3.51,-3.06,-5.99
Net Cash Flow,0.53,-0.29,0.16,0.04,0.01,0.13
