,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,146.0,193.0,196.0,188.0,220.0,252.0,260.0,254.0,219.0,188.0,186.0,222.0,199.0
Expenses,120.0,156.0,148.0,131.0,152.0,176.0,192.0,196.0,176.0,146.0,155.0,197.0,173.0
Operating Profit,26.0,37.0,48.0,56.0,68.0,76.0,69.0,58.0,43.0,42.0,31.0,25.0,26.0
OPM %,18.0,19.0,25.0,30.0,31.0,30.0,26.0,23.0,20.0,22.0,17.0,11.0,13.0
Other Income,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,11.0,4.0
Interest,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,5.0
Depreciation,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Profit before tax,17.0,28.0,40.0,49.0,62.0,70.0,63.0,53.0,38.0,37.0,25.0,27.0,18.0
Tax %,23.0,24.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,23.0,28.0
Net Profit,13.0,21.0,29.0,36.0,46.0,52.0,47.0,39.0,28.0,27.0,18.0,21.0,13.0
EPS in Rs,22.48,36.86,50.6,62.6,79.48,90.57,81.57,67.9,49.05,46.85,31.67,36.24,22.92
