,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10,6,4,4,14,28,8,7,11,8,18,17
Inventory Days,127,143,175,173,150,167,233,239,281,285,165,280
Days Payable,52,77,43,27,23,49,59,6,9,21,43,87
Cash Conversion Cycle,85,72,136,150,141,146,182,239,283,272,140,211
Working Capital Days,33,22,53,79,95,99,142,171,196,191,94,147
ROCE %,13,18,22,20,18,21,20,19,14,17,38,21
