,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.6,2.29,0.00,0.23,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.07,0.59,1.81,0.06,0.0,0.07,0.07,0.04,0.05,0.09,0.07,0.10,0.39
Operating Profit,-0.07,0.01,0.48,-0.06,0.23,0.01,-0.07,-0.04,-0.05,-0.09,-0.07,-0.10,-0.39
OPM %,,1.67,20.96,,100.0,12.5,,,,,,,
Other Income,0.02,0.02,-0.03,0.02,0.0,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.10
Interest,0.00,0.0,0.01,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.10,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.06
Profit before tax,-0.15,-0.07,0.34,-0.13,0.14,-0.04,-0.16,-0.13,-0.14,-0.18,-0.16,-0.18,-0.35
Tax %,40.00,28.57,41.18,23.08,42.86,25.0,37.50,23.08,28.57,16.67,37.50,22.22,11.43
Net Profit,-0.09,-0.05,0.2,-0.10,0.08,-0.03,-0.09,-0.10,-0.10,-0.15,-0.11,-0.13,-0.31
EPS in Rs,-0.08,-0.04,0.18,-0.09,0.07,-0.03,-0.08,-0.09,-0.09,-0.13,-0.10,-0.11,-0.27
