,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33
Reserves,11.3,11.27,11.42,11.54,11.54,10.0,9.66,9.8,9.24,9.15,9.15,8.66,
Borrowings,0.0,0.01,0.0,0.0,0.0,0.18,0.2,0.4,0.55,0.38,0.38,0.43,
Other Liabilities,10.43,7.5,12.44,26.73,10.27,8.36,26.56,27.32,21.68,19.76,15.81,13.0,
Total Liabilities,33.06,30.11,35.19,49.6,33.14,29.87,47.75,48.85,42.8,40.62,36.67,33.42,
Fixed Assets,2.63,2.87,3.69,2.95,3.14,3.05,3.19,2.84,2.35,2.19,1.82,1.46,
CWIP,1.42,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Investments,4.54,4.54,2.56,4.35,4.53,1.08,0.73,0.64,0.59,0.58,0.73,0.6900000000000001,
Other Assets,24.47,22.19,28.94,42.3,25.47,25.74,43.83,45.37,39.86,37.85,34.12,31.27,
Total Assets,33.06,30.11,35.19,49.6,33.14,29.87,47.75,48.85,42.8,40.62,36.67,33.42,
