,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.02,3.02,3.02,7.12,9.74,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Reserves,-2.67,-2.92,-3.25,-3.7,-3.35,-3.35,-3.55,-3.7,-3.8,-3.92,-4.04,-4.17,-4.26
Borrowings,0.49,0.61,0.61,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.76,0.74,0.9,0.93,0.51,0.03,0.07,0.08,0.12,0.12,0.13,0.14,0.16
Total Liabilities,1.6,1.45,1.28,4.52,7.1,6.68,9.52,9.38,9.32,9.2,9.09,8.97,8.9
Fixed Assets,1.49,1.28,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.11,0.17,0.18,4.52,7.1,6.68,4.86,9.38,9.32,9.2,9.09,8.97,8.9
Total Assets,1.6,1.45,1.28,4.52,7.1,6.68,9.52,9.38,9.32,9.2,9.09,8.97,8.9
