,2010-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,119,20,296,204,176,5,-35
Cash from Investing Activity,,,,,-65,-78,-205,-195,-115,-68,-3
Cash from Financing Activity,,,,,-43,25,-78,-13,-37,39,43
Net Cash Flow,,,,,12,-33,13,-4,24,-24,4
