,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,0.64,0.64,0.64,0.64,0.62,0.62,0.62,0.56,0.46
Public,99.36,99.36,99.36,99.36,99.38,99.38,99.38,99.44,99.53
No. of Shareholders,514.0,514.0,612.0,60.0,58.0,58.0,163.0,294.0,435.0
