,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,3.13,6.69,9.82,16.91,10.24,7.25
Inventory Days,466.96,306.93,287.87,268.65,,
Days Payable,256.93,194.94,391.07,304.92,,
Cash Conversion Cycle,213.16,118.68,-93.38,-19.36,10.24,7.25
Working Capital Days,-35.51,-2.33,-20.43,4.43,-5.82,-14.38
ROCE %,,-30.99,,-8.79,1.26,-4.86
