,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5.39,-4.1,-23.22,-1.05,3.15,-0.87
Cash from Investing Activity,-4.4,-2.11,17.09,-2.28,-10.05,-13.6
Cash from Financing Activity,9.81,6.27,6.18,3.23,7.48,13.89
Net Cash Flow,0.02,0.06,0.05,-0.1,0.59,-0.5700000000000001
