,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,372.0,382.0,398.0,408.0,452.0,508.0,509.0,541.0,528.0,547.0,616.0,639.0,619.0
Expenses,286.0,286.0,298.0,313.0,337.0,378.0,389.0,429.0,446.0,451.0,479.0,492.0,501.0
Operating Profit,86.0,96.0,100.0,95.0,115.0,130.0,121.0,113.0,82.0,96.0,137.0,148.0,118.0
OPM %,23.0,25.0,25.0,23.0,26.0,26.0,24.0,21.0,15.0,18.0,22.0,23.0,19.0
Other Income,2.0,10.0,11.0,16.0,0.0,11.0,26.0,10.0,11.0,20.0,20.0,13.0,13.0
Interest,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Depreciation,19.0,19.0,20.0,23.0,24.0,25.0,26.0,28.0,29.0,31.0,33.0,34.0,34.0
Profit before tax,66.0,86.0,90.0,88.0,91.0,115.0,120.0,93.0,62.0,84.0,124.0,127.0,97.0
Tax %,11.0,7.0,9.0,16.0,12.0,12.0,20.0,26.0,26.0,26.0,26.0,26.0,27.0
Net Profit,59.0,80.0,82.0,74.0,80.0,101.0,95.0,69.0,46.0,63.0,91.0,94.0,71.0
EPS in Rs,4.47,6.06,6.06,5.51,5.91,7.51,7.08,5.09,3.38,4.58,6.68,6.87,5.16
