,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,100.0,68,82,81,51,77,46,50,68
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,100.0,68,82,81,51,77,46,50,68
Working Capital Days,8.0,39,53,39,58,81,59,50,80
ROCE %,,-6,-4,7,15,2,21,25,19
