,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,33.52,33.39,33.26,33.26,33.26,33.26
Public,66.48,66.61,66.74,66.74,66.74,66.75
No. of Shareholders,4362.0,4295.0,4600.0,3561.0,5879.0,15305.0
