,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,111.0,120,137,119,101,89,86,98,87
Inventory Days,93.0,87,108,134,126,144,125,171,99
Days Payable,129.0,109,137,172,165,168,149,185,107
Cash Conversion Cycle,75.0,99,108,81,63,65,62,85,79
Working Capital Days,108.0,111,127,104,83,111,121,104,100
ROCE %,,13,14,14,15,5,11,12,17
