,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.99,63.99,63.49,63.49
FIIs,5.85,3.71,1.45,2.18
DIIs,0.01,0.0,0.0,0.0
Government,0.02,0.02,0.02,0.0
Public,30.13,32.27,35.04,34.34
No. of Shareholders,17723.0,17424.0,19387.0,25940.0
