,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,200,92,47,81,55,88
Cash from Investing Activity,-124,32,-59,-11,-76,-108
Cash from Financing Activity,-58,-147,4,-54,14,29
Net Cash Flow,19,-23,-8,16,-7,8
