,2017-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.82,14.42,41.63,21.89,45.17,19.69,56.23,24.11,26.49,24.95,62.1,32.1,34.41
Expenses,9.07,13.33,37.74,21.83,41.4,18.31,52.81,25.03,24.08,22.55,58.49,30.04,31.39
Operating Profit,0.75,1.09,3.89,0.06,3.77,1.38,3.42,-0.92,2.41,2.4,3.61,2.06,3.02
OPM %,7.64,7.56,9.34,0.27,8.35,7.01,6.08,-3.82,9.1,9.62,5.81,6.42,8.78
Other Income,0.0,0.04,0.19,0.01,0.11,0.43,0.58,0.4,0.21,0.07,0.15,0.45,0.04
Interest,0.07,0.38,0.25,0.28,0.35,0.36,0.61,0.51,0.65,0.9,1.12,1.17,1.14
Depreciation,0.04,0.14,0.12,0.14,0.14,0.15,0.18,0.19,0.19,0.2,0.2,0.19,0.19
Profit before tax,0.64,0.61,3.71,-0.35,3.39,1.3,3.21,-1.22,1.78,1.37,2.44,1.15,1.73
Tax %,31.25,31.15,29.38,5.71,21.53,13.08,40.81,0.82,8.43,16.79,34.02,28.7,14.45
Net Profit,0.45,0.43,2.62,-0.32,2.66,1.12,1.9,-1.21,1.64,1.14,1.61,0.82,1.48
EPS in Rs,0.42,0.29,1.79,-0.22,1.82,0.77,1.3,-0.83,1.12,0.78,1.1,0.56,1.01
