,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,23.9,23.9,23.9,23.9,23.9,23.9,23.9,20.67,50.06,50.73,50.73,50.73
DIIs,2.0,2.0,2.0,2.0,2.0,0.55,0.55,0.55,0.55,0.55,0.55,0.55
Public,74.1,74.1,74.1,74.1,74.1,75.55,75.55,78.78,49.4,48.72,48.73,48.73
No. of Shareholders,9372.0,9401.0,9426.0,9489.0,10211.0,10545.0,10602.0,10567.0,10500.0,10434.0,10403.0,10416.0
