,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,156,166,89,77,118,741,1209
Cash from Investing Activity,-104,-124,-17,-2641,206,-764,-1187
Cash from Financing Activity,-48,-48,-74,2353,191,-294,-289
Net Cash Flow,4,-6,-2,-210,516,-317,-266
