,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.46,50.64,23.77,23.76
FIIs,17.96,14.59,51.96,60.39
DIIs,4.88,17.57,19.36,11.4
Public,6.7,17.2,4.92,4.45
No. of Shareholders,45491.0,120079.0,104656.0,118635.0
