,2017-03-01,2017-06-01,2017-09-01,2017-12-01,2021-06-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,192.28,200.78,198.22,105.03,0.05,0.00,0.00,0.00,0.00,1.35,14.11,74.45,74.55
Expenses,496.36,221.22,205.83,117.31,0.97,0.68,0.77,1.09,4.88,12.72,20.43,63.05,64.21
Operating Profit,-304.08,-20.44,-7.61,-12.28,-0.92,-0.68,-0.77,-1.09,-4.88,-11.37,-6.32,11.4,10.34
OPM %,-158.14,-10.18,-3.84,-11.69,-1840.0,,,,,-842.22,-44.79,15.31,13.87
Other Income,21.53,1.17,1.59,7.29,0.0,0.00,0.00,0.00,0.04,0.02,0.21,0.07,-1.06
Interest,22.2,1.53,0.98,0.82,0.0,0.00,6.92,0.00,0.03,0.17,0.45,1.23,2.19
Depreciation,25.26,23.9,23.9,23.9,0.0,0.00,15.70,3.93,3.93,3.93,7.06,4.72,4.72
Profit before tax,-330.01,-44.7,-30.9,-29.71,-0.92,-0.68,-23.39,-5.02,-8.80,-15.45,-13.62,5.52,2.37
Tax %,3.98,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
Net Profit,-316.9,-44.7,-30.9,-29.7,-0.92,-0.68,-23.39,-5.02,-8.79,-15.45,-13.62,5.52,2.37
EPS in Rs,-11.75,-1.66,-1.15,-1.1,-0.03,-0.03,-0.87,-0.19,-1.67,-2.93,-2.58,1.05,0.45
