,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.34,5.2,5.2
Reserves,2.32,7.66,7.99
Borrowings,7.12,2.41,2.79
Other Liabilities,13.23,7.67,8.17
Total Liabilities,27.01,22.94,24.15
Fixed Assets,4.48,3.17,2.8
CWIP,0.0,0.0,0.0
Investments,2.03,0.0,0.0
Other Assets,20.5,19.77,21.35
Total Assets,27.01,22.94,24.15
