,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,3.64,46.03,42.28,42.28,42.28,43.78,46.98,46.98
Public,96.36,53.97,57.72,57.72,57.72,56.22,53.02,53.01
No. of Shareholders,793.0,784.0,757.0,754.0,763.0,822.0,953.0,1035.0
