,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.75,72.96,72.82,57.19,57.2,57.2,57.2,57.2,46.24
Public,27.25,27.04,27.18,42.81,42.8,42.8,42.8,42.81,53.76
No. of Shareholders,650.0,653.0,656.0,657.0,657.0,662.0,743.0,761.0,763.0
