,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,31,31,31
Reserves,27,31,36,15,23,25
Borrowings,33,37,44,40,40,47
Other Liabilities,26,17,16,18,19,17
Total Liabilities,89,89,99,104,112,119
Fixed Assets,20,20,20,23,23,26
CWIP,0,0,0,0,3,0
Investments,0,0,0,0,0,0
Other Assets,70,68,79,81,86,93
Total Assets,89,89,99,104,112,119
