,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,8,2,-2,11,9
Cash from Investing Activity,-2,-1,-1,-4,-4
Cash from Financing Activity,-6,0,3,-7,-5
Net Cash Flow,0,0,0,0,0
