,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,130.0,120.0,225.0,118.0,73.0,62.0,178.0,302.0,242.0,186.0,323.0,370.0,237.0
Expenses,132.0,131.0,209.0,113.0,79.0,70.0,156.0,269.0,227.0,184.0,284.0,331.0,229.0
Operating Profit,-2.0,-11.0,16.0,5.0,-5.0,-7.0,22.0,33.0,15.0,3.0,39.0,39.0,8.0
OPM %,-2.0,-9.0,7.0,5.0,-7.0,-12.0,12.0,11.0,6.0,1.0,12.0,10.0,4.0
Other Income,1.0,3.0,117.0,3.0,6.0,10.0,86.0,175.0,27.0,54.0,215.0,108.0,2.0
Interest,49.0,49.0,52.0,51.0,53.0,60.0,64.0,25.0,28.0,28.0,27.0,26.0,26.0
Depreciation,10.0,10.0,10.0,7.0,7.0,7.0,24.0,9.0,9.0,9.0,9.0,9.0,9.0
Profit before tax,-60.0,-67.0,71.0,-50.0,-61.0,-65.0,20.0,174.0,5.0,19.0,218.0,111.0,-25.0
Tax %,-0.0,-19.0,0.0,1.0,-0.0,-0.0,2.0,0.0,-6.0,-1.0,-1.0,28.0,36.0
Net Profit,-60.0,-80.0,70.0,-50.0,-61.0,-65.0,20.0,173.0,5.0,19.0,220.0,81.0,-16.0
EPS in Rs,-5.03,-6.71,5.93,-4.17,-5.11,-5.5,1.67,14.59,0.41,1.64,18.51,6.78,-1.32
