,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,66.39,56.72,56.73,56.73,56.74,56.74,56.74,56.74,56.74
FIIs,0.46,0.73,0.94,0.5,0.29,0.28,0.43,0.43,0.94
DIIs,0.24,0.75,0.39,0.66,1.07,0.1,0.09,0.09,0.13
Public,32.91,41.8,41.94,42.12,41.9,42.88,42.74,42.74,42.19
No. of Shareholders,43879.0,49134.0,44745.0,48141.0,44091.0,46868.0,57565.0,56186.0,44259.0
