,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,65.31,65.55,48.23,51.89,52.18,46.27,46.87,33.8,33.69
DIIs,9.02,9.02,5.46,5.13,5.13,4.66,4.66,0.65,0.41
Public,25.67,25.42,46.31,42.99,42.7,49.06,48.46,65.55,65.9
No. of Shareholders,193.0,191.0,220.0,220.0,214.0,214.0,211.0,393.0,545.0
