,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,51.89,51.89,52.18,52.18,46.27,46.87,46.87,46.98,33.8,33.8,33.8,33.69
DIIs,5.13,5.13,5.13,5.13,4.66,4.66,4.66,4.66,0.71,0.65,0.65,0.41
Public,42.99,42.99,42.7,42.69,49.06,48.47,48.46,48.36,65.49,65.55,65.55,65.9
No. of Shareholders,220.0,220.0,214.0,215.0,214.0,212.0,211.0,210.0,218.0,393.0,481.0,545.0
