,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,32.04,28.29,27.59,27.59,28.31,28.68,28.69,28.69,28.69
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,67.95,71.71,72.4,72.4,71.69,71.31,71.31,71.31,71.3
No. of Shareholders,12408.0,14058.0,12257.0,12246.0,12130.0,11954.0,14246.0,16789.0,16659.0
