,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.0,0.0
DIIs,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44
Public,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.49,96.49,96.49,97.56,97.56
No. of Shareholders,1092.0,1097.0,1098.0,1098.0,1104.0,1104.0,1106.0,1108.0,1108.0,1105.0,1105.0,1104.0
