,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,77.19,111.89,134.6,94.13,147.92,162.26,203.33,209.08,215.94,193.1,210.11,219.16,212.25
Expenses,78.83,108.32,126.9,92.41,142.69,155.81,200.87,203.05,207.83,184.81,200.02,208.13,200.72
Operating Profit,-1.64,3.57,7.7,1.72,5.23,6.45,2.46,6.03,8.11,8.29,10.09,11.03,11.53
OPM %,-2.12,3.19,5.72,1.83,3.54,3.98,1.21,2.88,3.76,4.29,4.8,5.03,5.43
Other Income,0.0,0.01,0.03,-3.49,1.81,0.33,63.61,0.63,0.53,0.44,0.74,0.16,0.07
Interest,4.51,4.67,4.9,4.41,4.14,3.7,2.71,2.69,3.0,3.11,3.91,3.63,3.65
Depreciation,2.82,2.82,3.0,2.62,2.5,2.69,3.04,3.24,3.46,3.58,3.54,3.73,3.97
Profit before tax,-8.97,-3.91,-0.17,-8.8,0.4,0.39,60.32,0.73,2.18,2.04,3.38,3.83,3.98
Tax %,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-8.97,-3.91,-0.15,-8.8,0.4,0.39,60.32,0.74,2.18,2.04,3.37,3.83,3.99
EPS in Rs,-5.65,-2.46,-0.09,-5.55,0.25,0.25,38.02,0.47,1.37,1.29,2.12,2.41,2.52
