,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.91,22.34,22.55,22.74,21.62,17.56,17.55,48.03
FIIs,7.56,2.82,1.25,1.22,4.71,10.5,10.18,1.61
DIIs,4.69,19.0,18.94,21.05,20.21,14.48,12.32,3.89
Government,0.0,0.4,0.0,0.0,0.0,0.0,0.03,0.0
Public,46.84,55.45,57.26,54.99,53.46,57.46,59.89,46.46
No. of Shareholders,29209.0,31972.0,35885.0,41630.0,38712.0,55277.0,52921.0,57098.0
