,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,257.0,298.0,327.0,331.0,311.0,381.0,389.0,384.0,483.0,388.0,427.0,420.0,406.0
Expenses,223.0,251.0,276.0,285.0,289.0,326.0,365.0,337.0,428.0,338.0,383.0,381.0,381.0
Operating Profit,34.0,47.0,50.0,46.0,23.0,55.0,24.0,47.0,55.0,50.0,44.0,39.0,25.0
OPM %,13.0,16.0,15.0,14.0,7.0,14.0,6.0,12.0,11.0,13.0,10.0,9.0,6.0
Other Income,1.0,1.0,2.0,11.0,1.0,6.0,21.0,1.0,3.0,10.0,-8.0,6.0,2.0
Interest,8.0,7.0,12.0,10.0,9.0,7.0,10.0,19.0,18.0,12.0,10.0,10.0,20.0
Depreciation,10.0,13.0,12.0,13.0,13.0,13.0,16.0,14.0,14.0,16.0,18.0,19.0,19.0
Profit before tax,17.0,28.0,29.0,33.0,1.0,41.0,20.0,15.0,26.0,32.0,8.0,16.0,-12.0
Tax %,44.0,30.0,45.0,27.0,612.0,33.0,33.0,75.0,61.0,28.0,59.0,25.0,-72.0
Net Profit,10.0,19.0,16.0,24.0,-4.0,27.0,13.0,4.0,10.0,23.0,3.0,12.0,-21.0
EPS in Rs,0.49,1.21,1.12,1.75,-0.43,2.25,0.96,0.38,0.83,1.53,0.58,0.93,-1.16
