,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,284.0,365.0,388.0,260.0,403.0,428.0,417.0,422.0,487.0,445.0,493.0,632.0,700.0
Expenses,254.0,327.0,345.0,245.0,358.0,383.0,372.0,377.0,435.0,398.0,437.0,552.0,610.0
Operating Profit,30.0,38.0,43.0,16.0,45.0,45.0,45.0,44.0,52.0,47.0,57.0,80.0,90.0
OPM %,10.0,10.0,11.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0
Other Income,3.0,7.0,3.0,3.0,3.0,3.0,2.0,4.0,8.0,7.0,-4.0,8.0,9.0
Interest,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0,16.0,16.0
Depreciation,8.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,12.0,12.0,17.0,29.0,30.0
Profit before tax,23.0,34.0,35.0,8.0,36.0,35.0,33.0,34.0,44.0,39.0,29.0,43.0,53.0
Tax %,30.0,24.0,29.0,37.0,28.0,28.0,24.0,24.0,24.0,28.0,19.0,30.0,29.0
Net Profit,16.0,25.0,25.0,5.0,26.0,25.0,25.0,26.0,34.0,28.0,24.0,30.0,38.0
EPS in Rs,2.25,3.39,3.08,0.5,3.43,3.16,3.09,3.2,4.27,3.43,2.74,3.25,4.02
