,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,13,11,23,16,8,6
Cash from Investing Activity,-5,-18,-6,-15,-17,-13,9
Cash from Financing Activity,3,5,2,-8,1,-1,-7
Net Cash Flow,2,0,8,0,0,-5,9
