,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45
DIIs,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Government,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
Public,29.54,29.07,29.55,29.55,29.55,29.55,29.55,29.54
No. of Shareholders,6338.0,5192.0,4795.0,4473.0,4463.0,4456.0,4669.0,4527.0
