,2016-03-01,2017-03-01,2018-03-01,2018-12-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,31.05,31.05,31.05,31.05,31.05,31.05,31.05,46.92,64.87
DIIs,7.02,7.02,7.02,7.02,7.02,7.02,7.02,10.6,7.02
Public,61.94,61.94,61.94,61.94,61.94,61.94,61.94,42.48,28.12
No. of Shareholders,928.0,928.0,928.0,928.0,928.0,928.0,929.0,875.0,869.0
