,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,648.0,684.0,769.0,689.0,777.0,764.0,849.0,890.0,925.0,932.0,986.0,977.0,975.0
Expenses,541.0,603.0,674.0,644.0,684.0,665.0,700.0,779.0,810.0,778.0,807.0,819.0,797.0
Operating Profit,107.0,81.0,96.0,44.0,93.0,99.0,149.0,111.0,115.0,154.0,180.0,158.0,178.0
OPM %,16.0,12.0,12.0,6.0,12.0,13.0,18.0,12.0,12.0,17.0,18.0,16.0,18.0
Other Income,6.0,6.0,8.0,8.0,8.0,6.0,9.0,11.0,34.0,11.0,8.0,13.0,15.0
Interest,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0
Depreciation,16.0,15.0,14.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0
Profit before tax,96.0,71.0,89.0,38.0,87.0,91.0,143.0,108.0,134.0,151.0,168.0,157.0,180.0
Tax %,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,27.0,25.0,25.0
Net Profit,71.0,53.0,66.0,28.0,65.0,68.0,106.0,80.0,100.0,113.0,123.0,117.0,134.0
EPS in Rs,62.89,46.76,58.31,24.82,57.59,60.13,93.73,71.24,88.65,100.11,109.43,103.57,118.77
