,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,12,12,47,56
Reserves,218,290,368,441,675
Borrowings,16,4,4,45,49
Other Liabilities,62,73,119,105,156
Total Liabilities,308,378,503,639,935
Fixed Assets,31,36,51,54,57
CWIP,0,3,0,4,1
Investments,0,0,1,1,11
Other Assets,276,340,451,580,867
Total Assets,308,378,503,639,935
