,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,47,36,23,-25
Cash from Investing Activity,-27,-8,-15,-10
Cash from Financing Activity,-6,-11,3,56
Net Cash Flow,15,16,11,21
