,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,53.25,53.26,53.24,51.35
FIIs,7.07,6.29,4.15,5.14
DIIs,7.38,1.48,1.26,2.43
Public,32.3,36.08,38.84,38.94
Others,0.0,2.9,2.5,2.15
No. of Shareholders,206848.0,675122.0,711568.0,728316.0
