,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.7000000000000001,3.17,-2.77
Cash from Investing Activity,0.03,-0.17,-0.28
Cash from Financing Activity,1.33,-1.11,1.85
Net Cash Flow,0.66,1.9,-1.2
