,2021-03-01,2022-03-01,2023-03-01
Equity Capital,0.12,0.12,0.12
Reserves,-2.51,0.2,2.11
Preference Capital,0.1,0.1,0.1
Borrowings,1.91,0.84,2.76
Other Liabilities,9.25,14.57,12.03
Total Liabilities,8.77,15.73,17.02
Fixed Assets,0.16,0.28,0.44
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,8.61,15.45,16.58
Total Assets,8.77,15.73,17.02
