,2021-03-01,2022-03-01,2023-03-01
Debtor Days,18.78,6.78,13.97
Inventory Days,253.68,359.9,366.09
Days Payable,267.17,230.57,162.1
Cash Conversion Cycle,5.29,136.1,217.96
Working Capital Days,-47.87,-7.48,46.28
ROCE %,,804.55,81.57
