,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28
DIIs,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
Public,68.72,68.71,68.71,68.71,68.72,68.72,68.71,68.72
No. of Shareholders,2997.0,3108.0,3117.0,3140.0,3135.0,3124.0,3295.0,3307.0
