,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9
Reserves,12,26,57,54,101
Borrowings,5,5,4,3,3
Other Liabilities,4,6,8,10,12
Total Liabilities,30,46,78,77,124
Fixed Assets,0,0,0,0,0
CWIP,0,0,0,0,0
Investments,28,34,67,65,113
Other Assets,2,11,11,11,11
Total Assets,30,46,78,77,124
