,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,15,15,15,15,15,15,21,21,22,22
Reserves,0,-15,-14,-11,-6,-5,-4,27,60,119,163,292,333
Borrowings,35,34,11,9,37,35,41,0,9,74,85,149,139
Other Liabilities,21,19,23,56,71,15,45,115,53,128,112,288,143
Total Liabilities,72,53,35,70,118,60,98,159,138,341,381,752,637
Fixed Assets,40,33,17,16,15,15,14,15,22,87,85,147,148
CWIP,0,0,0,0,0,0,0,0,0,0,0,3,2
Investments,0,0,0,0,0,0,0,0,0,74,74,74,81
Other Assets,31,20,17,54,103,45,83,143,116,181,222,528,406
Total Assets,72,53,35,70,118,60,98,159,138,341,381,752,637
