,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,427.97,378.0,348.78,385.06,364.57,443.01,476.24,403.03,388.65,344.13,388.81,394.13,397.97
Expenses,396.5,345.25,319.55,349.69,337.11,396.43,427.09,361.21,396.05,342.69,370.72,358.59,371.11
Operating Profit,31.47,32.75,29.23,35.37,27.46,46.58,49.15,41.82,-7.4,1.44,18.09,35.54,26.86
OPM %,7.35,8.66,8.38,9.19,7.53,10.51,10.32,10.38,-1.9,0.42,4.65,9.02,6.75
Other Income,0.53,0.66,-24.29,5.15,5.1,0.53,0.52,0.36,10.71,13.24,17.92,0.47,10.61
Interest,27.88,30.63,25.65,25.75,18.01,17.62,17.43,21.37,20.99,17.46,19.66,17.62,20.52
Depreciation,15.09,15.1,15.01,14.28,14.15,14.28,14.26,14.7,14.79,14.78,14.85,15.33,15.31
Profit before tax,-10.97,-12.32,-35.72,0.49,0.4,15.21,17.98,6.11,-32.47,-17.56,1.5,3.06,1.64
Tax %,33.36,34.5,-14.73,-265.31,-367.5,36.09,35.15,36.17,30.8,47.1,-144.67,40.52,38.41
Net Profit,-7.31,-8.07,-40.97,1.79,1.86,9.73,11.66,3.9,-22.47,-9.29,3.68,1.82,1.02
EPS in Rs,-0.33,-0.36,-1.83,0.08,0.08,0.43,0.52,0.17,-1.0,-0.41,0.16,0.08,0.05
