,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.98,1.13,-0.28,1.03,1.1,2.1,3.26,1.54,1.81,1.67,2.57,1.69,1.85
Expenses,0.24,0.21,0.81,0.17,0.22,13.78,0.53,0.36,0.25,0.57,4.45,0.29,2.71
Operating Profit,0.74,0.92,-1.09,0.86,0.88,-11.68,2.73,1.18,1.56,1.1,-1.88,1.4,-0.86
OPM %,75.51,81.42,,83.5,80.0,-556.19,83.74,76.62,86.19,65.87,-73.15,82.84,-46.49
Other Income,0.0,0.0,-0.24,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.16,0.0,0.0
Interest,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.0,0.0
Profit before tax,0.74,0.92,-1.34,0.86,0.88,-11.68,2.7,1.18,1.56,1.1,-1.85,1.4,-0.86
Tax %,0.0,0.0,-27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.84,0.0,0.0
Net Profit,0.74,0.92,-1.72,0.86,0.88,-11.68,2.7,1.18,1.56,1.1,-2.18,1.4,-0.86
EPS in Rs,0.57,0.71,-1.32,0.66,0.68,-8.97,2.07,0.91,1.2,0.84,-1.67,1.08,-0.66
