,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.37,9.82,11.83,10.53,9.68,11.27,12.16,13.77,15.27,15.06,10.88,15.37
Inventory Days,37.69,42.3,36.25,32.03,46.85,46.28,50.71,40.84,39.46,45.33,20.98,22.71
Days Payable,158.7,126.91,112.88,108.01,80.41,87.33,88.28,80.39,66.15,117.24,105.93,109.87
Cash Conversion Cycle,-110.64,-74.79,-64.8,-65.45,-23.88,-29.79,-25.4,-25.78,-11.42,-56.85,-74.08,-71.79
Working Capital Days,-105.63,-140.61,-157.7,-173.04,-130.69,-164.14,-111.51,-113.48,-95.83,-170.78,-81.73,-91.71
ROCE %,19.35,25.8,22.61,14.36,28.49,4.47,39.48,17.44,24.25,-1.5,59.9,21.36
