,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,343,323,428,534,562,730,588,554,531,922,644,749
Cash from Investing Activity,-133,-130,-140,-237,-1313,-306,-276,-26,-231,-224,-234,-122
Cash from Financing Activity,-145,-188,-301,-215,502,-496,-324,-428,-405,-688,-402,-608
Net Cash Flow,65,5,-13,82,-249,-72,-12,100,-106,9,8,19
